Outcome,Immunophenotype,GWAS Catalog accession,Instruments,R2 (%),sum(F)/n,Power at OR 1.1,Power at OR 1.2,Power at OR 1.3,Minimum detectable protective OR at 80% power,Minimum detectable harmful OR at 80% power,OR 95%CI lower,OR 95%CI upper,OR simultaneous CI lower (alpha=.05/731),OR simultaneous CI upper (alpha=.05/731),Entire 95% CI within 0.83-1.20,Entire simultaneous CI within 0.83-1.20,Entire 95% CI within 0.91-1.10,Entire simultaneous CI within 0.91-1.10,QC flag
CONDUCTIO,PDL-1 on CD14+ CD16+ monocyte,GCST90001998,28,18.54,0.171,0.693,1.000,1.000,0.903,1.108,0.9678,1.0184,0.9426,1.0455,yes,yes,yes,yes,""
AVBLOCK,PDL-1 on CD14- CD16+ monocyte,GCST90001999,19,23.91,0.216,0.445,1.000,1.000,0.887,1.127,0.9612,1.0526,0.9171,1.1031,yes,yes,yes,no,""
CONDUCTIO,PDL-1 on CD14- CD16+ monocyte,GCST90001999,19,23.91,0.216,0.867,1.000,1.000,0.914,1.094,0.9727,1.0399,0.9398,1.0764,yes,yes,yes,yes,""
AVBLOCK,PDL-1 on CD14- CD16-,GCST90002000,28,18.34,0.173,0.269,0.993,1.000,0.872,1.146,0.9634,1.0400,0.9262,1.0818,yes,yes,yes,yes,""
CONDUCTIO,PDL-1 on CD14- CD16-,GCST90002000,28,18.34,0.173,0.684,1.000,1.000,0.902,1.109,0.9745,1.0319,0.9462,1.0628,yes,yes,yes,yes,""
AVBLOCK,CD64 on CD14- CD16-,GCST90002001,16,13.15,0.112,0.129,0.929,1.000,0.851,1.175,0.9708,1.1106,0.9058,1.1903,yes,yes,no,no,""
CONDUCTIO,CD64 on CD14- CD16-,GCST90002001,16,13.15,0.112,0.419,0.999,1.000,0.885,1.129,0.9569,1.0487,0.9127,1.0994,yes,yes,yes,yes,""
AVBLOCK,PDL-1 on monocyte,GCST90002002,15,12.41,0.112,0.112,0.905,1.000,0.847,1.181,0.9465,1.0743,0.8867,1.1469,yes,yes,yes,no,""
CONDUCTIO,PDL-1 on monocyte,GCST90002002,15,12.41,0.112,0.377,0.999,1.000,0.882,1.134,0.9520,1.0474,0.9062,1.1002,yes,yes,yes,no,""
AVBLOCK,CCR2 on CD14- CD16-,GCST90002003,17,12.35,0.114,0.111,0.903,1.000,0.847,1.181,0.9305,1.0244,0.8855,1.0764,yes,yes,yes,no,""
CONDUCTIO,CCR2 on CD14- CD16-,GCST90002003,17,12.35,0.114,0.374,0.999,1.000,0.882,1.134,0.9441,1.0146,0.9096,1.0530,yes,yes,yes,yes,""
AVBLOCK,CCR2 on CD14+ CD16- monocyte,GCST90002004,27,19.68,0.185,0.310,0.996,1.000,0.876,1.141,0.9891,1.0242,0.9714,1.0428,yes,yes,yes,yes,""
CONDUCTIO,CCR2 on CD14+ CD16- monocyte,GCST90002004,27,19.68,0.185,0.738,1.000,1.000,0.905,1.105,0.9962,1.0226,0.9829,1.0364,yes,yes,yes,yes,""
AVBLOCK,CD16 on CD14+ CD16+ monocyte,GCST90002005,22,46.08,0.466,0.912,1.000,1.000,0.917,1.090,0.9320,1.0118,0.8933,1.0557,yes,yes,yes,no,""
CONDUCTIO,CD16 on CD14+ CD16+ monocyte,GCST90002005,22,46.08,0.466,0.999,1.000,1.000,0.937,1.067,0.9310,0.9901,0.9019,1.0220,yes,yes,yes,no,""
AVBLOCK,CD64 on monocyte,GCST90002006,29,45.08,0.397,0.902,1.000,1.000,0.917,1.091,0.9409,1.0216,0.9018,1.0659,yes,yes,yes,no,""
CONDUCTIO,CD64 on monocyte,GCST90002006,29,45.08,0.397,0.999,1.000,1.000,0.936,1.068,0.9551,1.0113,0.9273,1.0416,yes,yes,yes,yes,""
AVBLOCK,HLA DR on CD14+ CD16+ monocyte,GCST90002007,19,36.97,0.288,0.787,1.000,1.000,0.908,1.101,0.9720,1.0264,0.9451,1.0556,yes,yes,yes,yes,""
CONDUCTIO,HLA DR on CD14+ CD16+ monocyte,GCST90002007,19,36.97,0.288,0.991,1.000,1.000,0.930,1.075,0.9761,1.0146,0.9567,1.0351,yes,yes,yes,yes,""
AVBLOCK,CCR2 on monocyte,GCST90002008,24,17.70,0.161,0.250,0.990,1.000,0.870,1.149,0.9776,1.0265,0.9532,1.0527,yes,yes,yes,yes,""
CONDUCTIO,CCR2 on monocyte,GCST90002008,24,17.70,0.161,0.656,1.000,1.000,0.900,1.111,0.9884,1.0249,0.9701,1.0443,yes,yes,yes,yes,""
AVBLOCK,HLA DR on CD14- CD16-,GCST90002009,25,30.79,0.243,0.648,1.000,1.000,0.900,1.111,0.9959,1.0061,0.9907,1.0114,yes,yes,yes,yes,""
CONDUCTIO,HLA DR on CD14- CD16-,GCST90002009,25,30.79,0.243,0.964,1.000,1.000,0.924,1.083,0.9970,1.0044,0.9932,1.0083,yes,yes,yes,yes,""
AVBLOCK,HLA DR on monocyte,GCST90002010,17,40.28,0.290,0.843,1.000,1.000,0.912,1.097,0.9445,1.0287,0.9038,1.0750,yes,yes,yes,no,""
CONDUCTIO,HLA DR on monocyte,GCST90002010,17,40.28,0.290,0.996,1.000,1.000,0.933,1.072,0.9608,1.0101,0.9363,1.0366,yes,yes,yes,yes,""
AVBLOCK,CD64 on CD14+ CD16+ monocyte,GCST90002011,12,8.61,0.077,0.047,0.666,0.991,0.819,1.221,0.9123,1.1632,0.8049,1.3185,yes,no,no,no,""
CONDUCTIO,CD64 on CD14+ CD16+ monocyte,GCST90002011,12,8.61,0.077,0.177,0.969,1.000,0.860,1.162,0.9627,1.1244,0.8886,1.2181,yes,no,no,no,""
AVBLOCK,CX3CR1 on CD14- CD16+ monocyte,GCST90002012,18,13.85,0.129,0.145,0.947,1.000,0.855,1.170,0.9794,1.1078,0.9191,1.1805,yes,yes,no,no,""
CONDUCTIO,CX3CR1 on CD14- CD16+ monocyte,GCST90002012,18,13.85,0.129,0.458,1.000,1.000,0.888,1.126,0.9879,1.0671,0.9495,1.1103,yes,yes,yes,no,""
AVBLOCK,CCR2 on myeloid Dendritic Cell,GCST90002013,14,18.62,0.174,0.277,0.994,1.000,0.873,1.145,0.9591,1.0213,0.9285,1.0550,yes,yes,yes,yes,""
CONDUCTIO,CCR2 on myeloid Dendritic Cell,GCST90002013,14,18.62,0.174,0.696,1.000,1.000,0.903,1.108,0.9541,1.0000,0.9313,1.0245,yes,yes,yes,yes,""
AVBLOCK,CCR2 on CD62L+ myeloid Dendritic Cell,GCST90002014,14,19.17,0.170,0.294,0.995,1.000,0.875,1.143,0.9704,1.0943,0.9120,1.1644,yes,yes,yes,no,""
CONDUCTIO,CCR2 on CD62L+ myeloid Dendritic Cell,GCST90002014,14,19.17,0.170,0.719,1.000,1.000,0.904,1.106,0.9813,1.0648,0.9409,1.1106,yes,yes,yes,no,""
AVBLOCK,CCR2 on plasmacytoid Dendritic Cell,GCST90002015,19,25.75,0.235,0.502,1.000,1.000,0.891,1.122,0.9861,1.0681,0.9462,1.1131,yes,yes,yes,no,""
CONDUCTIO,CCR2 on plasmacytoid Dendritic Cell,GCST90002015,19,25.75,0.235,0.904,1.000,1.000,0.917,1.091,0.9729,1.0377,0.9411,1.0728,yes,yes,yes,yes,""
AVBLOCK,CCR2 on CD62L+ plasmacytoid Dendritic Cell,GCST90002016,19,25.65,0.235,0.499,1.000,1.000,0.891,1.122,0.9792,1.0697,0.9355,1.1197,yes,yes,yes,no,""
CONDUCTIO,CCR2 on CD62L+ plasmacytoid Dendritic Cell,GCST90002016,19,25.65,0.235,0.902,1.000,1.000,0.917,1.091,0.9672,1.0425,0.9305,1.0836,yes,yes,yes,yes,""
AVBLOCK,CCR2 on monocyte,GCST90002017,25,28.03,0.252,0.571,1.000,1.000,0.895,1.117,0.9443,1.0724,0.8843,1.1451,yes,yes,yes,no,""
CONDUCTIO,CCR2 on monocyte,GCST90002017,25,28.03,0.252,0.937,1.000,1.000,0.920,1.087,0.9626,1.0506,0.9201,1.0991,yes,yes,yes,yes,""
AVBLOCK,CCR2 on granulocyte,GCST90002018,17,16.72,0.153,0.221,0.985,1.000,0.867,1.154,0.9228,1.0453,0.8653,1.1147,yes,yes,yes,no,""
CONDUCTIO,CCR2 on granulocyte,GCST90002018,17,16.72,0.153,0.609,1.000,1.000,0.898,1.114,0.9634,1.0421,0.9251,1.0851,yes,yes,yes,yes,""
AVBLOCK,CD14 on Monocytic Myeloid-Derived Suppressor Cells,GCST90002019,25,34.58,0.340,0.739,1.000,1.000,0.905,1.105,0.9540,1.0169,0.9231,1.0510,yes,yes,yes,yes,""
CONDUCTIO,CD14 on Monocytic Myeloid-Derived Suppressor Cells,GCST90002019,25,34.58,0.340,0.984,1.000,1.000,0.928,1.078,0.9773,1.0257,0.9533,1.0515,yes,yes,yes,yes,""
AVBLOCK,CD14 on CD33+ HLA DR+ CD14dim,GCST90002020,18,26.52,0.251,0.526,1.000,1.000,0.893,1.120,0.9360,1.0546,0.8802,1.1214,yes,yes,yes,no,""
CONDUCTIO,CD14 on CD33+ HLA DR+ CD14dim,GCST90002020,18,26.52,0.251,0.916,1.000,1.000,0.918,1.090,0.9681,1.0488,0.9290,1.0929,yes,yes,yes,yes,""
AVBLOCK,CD14 on CD33dim HLA DR+ CD11b+,GCST90002021,19,29.67,0.282,0.617,1.000,1.000,0.898,1.113,0.9572,1.0901,0.8950,1.1658,yes,yes,yes,no,""
CONDUCTIO,CD14 on CD33dim HLA DR+ CD11b+,GCST90002021,19,29.67,0.282,0.955,1.000,1.000,0.922,1.084,0.9751,1.0561,0.9358,1.1004,yes,yes,yes,no,""
AVBLOCK,CD4 on CD4+ T cell,GCST90002022,22,20.58,0.182,0.338,0.998,1.000,0.879,1.138,0.9416,1.0289,0.8995,1.0770,yes,yes,yes,no,""
CONDUCTIO,CD4 on CD4+ T cell,GCST90002022,22,20.58,0.182,0.771,1.000,1.000,0.907,1.102,0.9346,0.9987,0.9032,1.0334,yes,yes,yes,no,""
AVBLOCK,CD4 on Central Memory CD4+ T cell,GCST90002023,15,15.88,0.142,0.198,0.978,1.000,0.863,1.158,0.9041,1.0253,0.8473,1.0940,yes,yes,no,no,""
CONDUCTIO,CD4 on Central Memory CD4+ T cell,GCST90002023,15,15.88,0.142,0.567,1.000,1.000,0.895,1.117,0.9179,0.9937,0.8811,1.0352,yes,yes,yes,no,""
AVBLOCK,CD4 on naive CD4+ T cell,GCST90002024,20,22.29,0.185,0.393,0.999,1.000,0.883,1.132,0.9066,1.0368,0.8459,1.1112,yes,yes,no,no,""
CONDUCTIO,CD4 on naive CD4+ T cell,GCST90002024,20,22.29,0.185,0.825,1.000,1.000,0.911,1.098,0.9506,1.0358,0.9094,1.0826,yes,yes,yes,yes,""
AVBLOCK,CD4 on Effector Memory CD4+ T cell,GCST90002025,20,21.19,0.191,0.358,0.998,1.000,0.881,1.136,0.9315,1.0335,0.8829,1.0904,yes,yes,yes,no,""
CONDUCTIO,CD4 on Effector Memory CD4+ T cell,GCST90002025,20,21.19,0.191,0.792,1.000,1.000,0.909,1.101,0.9372,0.9995,0.9066,1.0333,yes,yes,yes,no,""
AVBLOCK,CD4 on Terminally Differentiated CD4+ T cell,GCST90002026,24,20.10,0.186,0.323,0.997,1.000,0.878,1.139,0.9829,1.0704,0.9406,1.1185,yes,yes,yes,no,""
CONDUCTIO,CD4 on Terminally Differentiated CD4+ T cell,GCST90002026,24,20.10,0.186,0.754,1.000,1.000,0.906,1.103,0.9760,1.0403,0.9444,1.0751,yes,yes,yes,yes,""
AVBLOCK,CD4 on CD45RA+ CD4+ T cell,GCST90002027,27,25.42,0.229,0.492,1.000,1.000,0.890,1.123,0.9451,1.0294,0.9043,1.0758,yes,yes,yes,no,""
CONDUCTIO,CD4 on CD45RA+ CD4+ T cell,GCST90002027,27,25.42,0.229,0.898,1.000,1.000,0.916,1.091,0.9400,1.0028,0.9092,1.0367,yes,yes,yes,yes,""
AVBLOCK,CD19 on B cell,GCST90002028,24,18.96,0.170,0.288,0.995,1.000,0.874,1.144,0.9512,1.0413,0.9078,1.0911,yes,yes,yes,no,""
CONDUCTIO,CD19 on B cell,GCST90002028,24,18.96,0.170,0.710,1.000,1.000,0.904,1.107,0.9739,1.0390,0.9420,1.0742,yes,yes,yes,yes,""
AVBLOCK,CD39 on CD39+ CD8+ T cell,GCST90002029,23,20.14,0.186,0.324,0.997,1.000,0.878,1.139,0.9510,1.0666,0.8964,1.1316,yes,yes,yes,no,""
CONDUCTIO,CD39 on CD39+ CD8+ T cell,GCST90002029,23,20.14,0.186,0.755,1.000,1.000,0.906,1.103,0.9498,1.0421,0.9054,1.0931,yes,yes,yes,no,""
AVBLOCK,CD39 on CD39+ activated CD4 regulatory T cell,GCST90002030,22,35.77,0.340,0.764,1.000,1.000,0.907,1.103,0.9240,1.0026,0.8859,1.0456,yes,yes,yes,no,""
CONDUCTIO,CD39 on CD39+ activated CD4 regulatory T cell,GCST90002030,22,35.77,0.340,0.988,1.000,1.000,0.929,1.077,0.9375,0.9968,0.9084,1.0287,yes,yes,yes,no,""
AVBLOCK,CD39 on CD39+ secreting CD4 regulatory T cell,GCST90002031,23,81.32,1.087,0.999,1.000,1.000,0.937,1.067,0.9804,1.0355,0.9532,1.0651,yes,yes,yes,yes,sum(F)/n > 1 (empirical flag; retained in summaries)
CONDUCTIO,CD39 on CD39+ secreting CD4 regulatory T cell,GCST90002031,23,81.32,1.087,1.000,1.000,1.000,0.952,1.050,0.9829,1.0316,0.9587,1.0577,yes,yes,yes,yes,sum(F)/n > 1 (empirical flag; retained in summaries)
AVBLOCK,CD39 on CD39+ CD4+ T cell,GCST90002032,20,75.76,0.992,0.998,1.000,1.000,0.935,1.070,0.9796,1.0373,0.9512,1.0683,yes,yes,yes,yes,""
CONDUCTIO,CD39 on CD39+ CD4+ T cell,GCST90002032,20,75.76,0.992,1.000,1.000,1.000,0.951,1.052,0.9863,1.0386,0.9603,1.0667,yes,yes,yes,yes,""
AVBLOCK,CD39 on granulocyte,GCST90002033,26,23.32,0.207,0.426,0.999,1.000,0.886,1.129,0.9561,1.0507,0.9107,1.1031,yes,yes,yes,no,""
CONDUCTIO,CD39 on granulocyte,GCST90002033,26,23.32,0.207,0.852,1.000,1.000,0.913,1.096,0.9531,1.0152,0.9226,1.0488,yes,yes,yes,yes,""
AVBLOCK,CD39 on monocyte,GCST90002034,22,20.17,0.170,0.326,0.997,1.000,0.878,1.139,0.9783,1.0227,0.9562,1.0464,yes,yes,yes,yes,""
CONDUCTIO,CD39 on monocyte,GCST90002034,22,20.17,0.170,0.757,1.000,1.000,0.906,1.103,0.9893,1.0311,0.9684,1.0533,yes,yes,yes,yes,""
AVBLOCK,CD80 on myeloid Dendritic Cell,GCST90002035,26,30.31,0.275,0.635,1.000,1.000,0.899,1.112,0.9763,1.0582,0.9365,1.1031,yes,yes,yes,no,""
CONDUCTIO,CD80 on myeloid Dendritic Cell,GCST90002035,26,30.31,0.275,0.960,1.000,1.000,0.923,1.083,0.9770,1.0358,0.9480,1.0675,yes,yes,yes,yes,""
AVBLOCK,CD80 on CD62L+ myeloid Dendritic Cell,GCST90002036,26,28.53,0.261,0.585,1.000,1.000,0.896,1.116,0.9735,1.0391,0.9413,1.0746,yes,yes,yes,yes,""
CONDUCTIO,CD80 on CD62L+ myeloid Dendritic Cell,GCST90002036,26,28.53,0.261,0.943,1.000,1.000,0.921,1.086,0.9793,1.0259,0.9561,1.0508,yes,yes,yes,yes,""
AVBLOCK,CD80 on plasmacytoid Dendritic Cell,GCST90002037,21,21.05,0.186,0.353,0.998,1.000,0.880,1.136,0.9669,1.0318,0.9351,1.0670,yes,yes,yes,yes,""
CONDUCTIO,CD80 on plasmacytoid Dendritic Cell,GCST90002037,21,21.05,0.186,0.787,1.000,1.000,0.908,1.101,0.9798,1.0293,0.9551,1.0559,yes,yes,yes,yes,""
AVBLOCK,CD80 on CD62L+ plasmacytoid Dendritic Cell,GCST90002038,21,20.93,0.186,0.349,0.998,1.000,0.880,1.136,0.9633,1.0240,0.9334,1.0567,yes,yes,yes,yes,""
CONDUCTIO,CD80 on CD62L+ plasmacytoid Dendritic Cell,GCST90002038,21,20.93,0.186,0.783,1.000,1.000,0.908,1.101,0.9677,1.0130,0.9451,1.0372,yes,yes,yes,yes,""
AVBLOCK,CD80 on monocyte,GCST90002039,23,40.70,0.388,0.849,1.000,1.000,0.912,1.096,0.9737,1.0622,0.9310,1.1109,yes,yes,yes,no,""
CONDUCTIO,CD80 on monocyte,GCST90002039,23,40.70,0.388,0.996,1.000,1.000,0.933,1.072,0.9554,1.0197,0.9238,1.0546,yes,yes,yes,yes,""
AVBLOCK,CD80 on granulocyte,GCST90002040,33,31.93,0.285,0.677,1.000,1.000,0.902,1.109,0.9610,1.0395,0.9229,1.0825,yes,yes,yes,yes,""
CONDUCTIO,CD80 on granulocyte,GCST90002040,33,31.93,0.285,0.972,1.000,1.000,0.925,1.081,0.9702,1.0220,0.9444,1.0498,yes,yes,yes,yes,""
AVBLOCK,CD45 on lymphocyte,GCST90002041,17,23.92,0.227,0.445,1.000,1.000,0.887,1.127,0.9961,1.1083,0.9428,1.1711,yes,yes,no,no,""
CONDUCTIO,CD45 on lymphocyte,GCST90002041,17,23.92,0.227,0.867,1.000,1.000,0.914,1.094,0.9972,1.0802,0.9569,1.1256,yes,yes,yes,no,""
AVBLOCK,CD45 on CD33+ HLA DR+ CD14-,GCST90002042,18,28.15,0.259,0.574,1.000,1.000,0.896,1.117,0.9525,1.0647,0.8993,1.1277,yes,yes,yes,no,""
CONDUCTIO,CD45 on CD33+ HLA DR+ CD14-,GCST90002042,18,28.15,0.259,0.939,1.000,1.000,0.920,1.087,0.9952,1.0693,0.9591,1.1096,yes,yes,yes,no,""
AVBLOCK,CD45 on CD33+ HLA DR+ CD14dim,GCST90002043,16,22.91,0.218,0.413,0.999,1.000,0.885,1.130,0.9541,1.0300,0.9172,1.0715,yes,yes,yes,yes,""
CONDUCTIO,CD45 on CD33+ HLA DR+ CD14dim,GCST90002043,16,22.91,0.218,0.842,1.000,1.000,0.912,1.097,0.9624,1.0193,0.9344,1.0499,yes,yes,yes,yes,""
AVBLOCK,CD45 on CD33dim HLA DR+ CD11b-,GCST90002044,10,14.16,0.132,0.153,0.953,1.000,0.856,1.168,0.9009,1.0344,0.8389,1.1109,yes,yes,no,no,""
CONDUCTIO,CD45 on CD33dim HLA DR+ CD11b-,GCST90002044,10,14.16,0.132,0.475,1.000,1.000,0.889,1.124,0.9322,1.0362,0.8827,1.0943,yes,yes,yes,no,""
AVBLOCK,CD45 on CD33- HLA DR-,GCST90002045,14,22.90,0.215,0.413,0.999,1.000,0.885,1.130,0.9271,1.0436,0.8723,1.1092,yes,yes,yes,no,""
CONDUCTIO,CD45 on CD33- HLA DR-,GCST90002045,14,22.90,0.215,0.842,1.000,1.000,0.912,1.097,0.9565,1.0409,0.9157,1.0873,yes,yes,yes,yes,""
AVBLOCK,CD45 on CD33- HLA DR+,GCST90002046,25,39.41,0.380,0.829,1.000,1.000,0.911,1.098,1.0005,1.0338,0.9838,1.0513,yes,yes,yes,yes,""
CONDUCTIO,CD45 on CD33- HLA DR+,GCST90002046,25,39.41,0.380,0.995,1.000,1.000,0.932,1.073,1.0065,1.0310,0.9941,1.0439,yes,yes,yes,yes,""
AVBLOCK,CD45 on Granulocytic Myeloid-Derived Suppressor Cells,GCST90002047,18,31.33,0.312,0.661,1.000,1.000,0.901,1.110,0.9394,1.0217,0.8995,1.0670,yes,yes,yes,no,""
CONDUCTIO,CD45 on Granulocytic Myeloid-Derived Suppressor Cells,GCST90002047,18,31.33,0.312,0.968,1.000,1.000,0.924,1.082,0.9662,1.0243,0.9375,1.0556,yes,yes,yes,yes,""
AVBLOCK,CD45 on CD66b++ myelod cell,GCST90002048,16,23.57,0.238,0.434,1.000,1.000,0.886,1.128,0.9400,1.0175,0.9023,1.0599,yes,yes,yes,no,""
CONDUCTIO,CD45 on CD66b++ myelod cell,GCST90002048,16,23.57,0.238,0.859,1.000,1.000,0.913,1.095,0.9622,1.0225,0.9326,1.0550,yes,yes,yes,yes,""
AVBLOCK,CD45 on Monocytic Myeloid-Derived Suppressor Cells,GCST90002049,17,24.63,0.231,0.467,1.000,1.000,0.889,1.125,0.9471,1.0308,0.9066,1.0769,yes,yes,yes,no,""
CONDUCTIO,CD45 on Monocytic Myeloid-Derived Suppressor Cells,GCST90002049,17,24.63,0.231,0.882,1.000,1.000,0.915,1.093,0.9752,1.0411,0.9429,1.0768,yes,yes,yes,yes,""
AVBLOCK,CD45 on CD33dim HLA DR-,GCST90002050,18,26.18,0.242,0.515,1.000,1.000,0.892,1.121,0.9835,1.0678,0.9426,1.1141,yes,yes,yes,no,""
CONDUCTIO,CD45 on CD33dim HLA DR-,GCST90002050,18,26.18,0.242,0.911,1.000,1.000,0.917,1.090,0.9916,1.0545,0.9606,1.0885,yes,yes,yes,yes,""
AVBLOCK,CD45 on basophil,GCST90002051,17,25.13,0.235,0.483,1.000,1.000,0.890,1.124,0.9605,1.0501,0.9173,1.0996,yes,yes,yes,yes,""
CONDUCTIO,CD45 on basophil,GCST90002051,17,25.13,0.235,0.892,1.000,1.000,0.916,1.092,0.9648,1.0314,0.9322,1.0675,yes,yes,yes,yes,""
AVBLOCK,CD45 on Immature Myeloid-Derived Suppressor Cells,GCST90002052,10,28.94,0.282,0.597,1.000,1.000,0.897,1.115,0.9689,1.0322,0.9378,1.0665,yes,yes,yes,yes,""
CONDUCTIO,CD45 on Immature Myeloid-Derived Suppressor Cells,GCST90002052,10,28.94,0.282,0.948,1.000,1.000,0.921,1.086,0.9868,1.0346,0.9630,1.0601,yes,yes,yes,yes,""
AVBLOCK,CD45 on CD33+ HLA DR+,GCST90002053,16,24.15,0.223,0.452,1.000,1.000,0.888,1.126,0.9702,1.0383,0.9369,1.0752,yes,yes,yes,yes,""
CONDUCTIO,CD45 on CD33+ HLA DR+,GCST90002053,16,24.15,0.223,0.872,1.000,1.000,0.914,1.094,0.9791,1.0245,0.9564,1.0487,yes,yes,yes,yes,""
AVBLOCK,CD8 on Central Memory CD8+ T cell,GCST90002054,14,16.05,0.146,0.202,0.979,1.000,0.864,1.157,0.9331,1.0634,0.8722,1.1376,yes,yes,yes,no,""
CONDUCTIO,CD8 on Central Memory CD8+ T cell,GCST90002054,14,16.05,0.146,0.576,1.000,1.000,0.896,1.116,0.9534,1.0589,0.9032,1.1177,yes,yes,yes,no,""
AVBLOCK,CD8 on naive CD8+ T cell,GCST90002055,16,20.30,0.184,0.329,0.997,1.000,0.878,1.139,0.8943,1.0499,0.8233,1.1404,yes,no,no,no,""
CONDUCTIO,CD8 on naive CD8+ T cell,GCST90002055,16,20.30,0.184,0.761,1.000,1.000,0.907,1.103,0.9406,1.0601,0.8843,1.1276,yes,yes,yes,no,""
AVBLOCK,CD8 on Effector Memory CD8+ T cell,GCST90002056,24,24.58,0.220,0.466,1.000,1.000,0.889,1.125,0.9888,1.0955,0.9379,1.1550,yes,yes,yes,no,""
CONDUCTIO,CD8 on Effector Memory CD8+ T cell,GCST90002056,24,24.58,0.220,0.881,1.000,1.000,0.915,1.093,0.9958,1.0639,0.9625,1.1008,yes,yes,yes,no,""
AVBLOCK,CD8 on Terminally Differentiated CD8+ T cell,GCST90002057,17,17.53,0.157,0.244,0.990,1.000,0.870,1.150,0.9388,1.0355,0.8925,1.0892,yes,yes,yes,no,""
CONDUCTIO,CD8 on Terminally Differentiated CD8+ T cell,GCST90002057,17,17.53,0.157,0.647,1.000,1.000,0.900,1.111,0.9642,1.0375,0.9285,1.0775,yes,yes,yes,yes,""
AVBLOCK,CD8 on CD8+ T cell,GCST90002058,27,26.72,0.244,0.532,1.000,1.000,0.893,1.120,0.9644,1.0379,0.9286,1.0780,yes,yes,yes,yes,""
CONDUCTIO,CD8 on CD8+ T cell,GCST90002058,27,26.72,0.244,0.919,1.000,1.000,0.918,1.089,0.9912,1.0518,0.9614,1.0844,yes,yes,yes,yes,""
AVBLOCK,CD8 on Natural Killer T,GCST90002059,18,15.01,0.137,0.174,0.967,1.000,0.860,1.163,0.9580,1.0608,0.9089,1.1181,yes,yes,yes,no,""
CONDUCTIO,CD8 on Natural Killer T,GCST90002059,18,15.01,0.137,0.521,1.000,1.000,0.892,1.121,0.9614,1.0344,0.9257,1.0743,yes,yes,yes,yes,""
AVBLOCK,CD8 on HLA DR+ CD8+ T cell,GCST90002060,25,21.17,0.193,0.357,0.998,1.000,0.881,1.136,0.9905,1.0502,0.9611,1.0824,yes,yes,yes,yes,""
CONDUCTIO,CD8 on HLA DR+ CD8+ T cell,GCST90002060,25,21.17,0.193,0.791,1.000,1.000,0.909,1.101,0.9922,1.0366,0.9700,1.0602,yes,yes,yes,yes,""
AVBLOCK,CD4 on CD39+ CD4+ T cell,GCST90002061,27,39.50,0.362,0.831,1.000,1.000,0.911,1.098,0.9617,1.0438,0.9220,1.0888,yes,yes,yes,yes,""
CONDUCTIO,CD4 on CD39+ CD4+ T cell,GCST90002061,27,39.50,0.362,0.995,1.000,1.000,0.932,1.073,0.9601,1.0230,0.9292,1.0571,yes,yes,yes,yes,""
AVBLOCK,CD4 on CD28+ CD4+ T cell,GCST90002062,21,19.17,0.168,0.294,0.995,1.000,0.875,1.143,0.9459,1.0681,0.8884,1.1373,yes,yes,yes,no,""
CONDUCTIO,CD4 on CD28+ CD4+ T cell,GCST90002062,21,19.17,0.168,0.719,1.000,1.000,0.904,1.106,0.9297,1.0234,0.8847,1.0754,yes,yes,yes,no,""
AVBLOCK,CD4 on CD4 regulatory T cell,GCST90002063,29,25.44,0.228,0.493,1.000,1.000,0.890,1.123,0.9503,1.0241,0.9144,1.0644,yes,yes,yes,yes,""
CONDUCTIO,CD4 on CD4 regulatory T cell,GCST90002063,29,25.44,0.228,0.898,1.000,1.000,0.916,1.091,0.9581,1.0138,0.9306,1.0438,yes,yes,yes,yes,""
AVBLOCK,CD4 on resting CD4 regulatory T cell,GCST90002064,13,10.83,0.103,0.081,0.833,0.999,0.837,1.195,0.8968,1.0413,0.8304,1.1246,yes,no,no,no,""
CONDUCTIO,CD4 on resting CD4 regulatory T cell,GCST90002064,13,10.83,0.103,0.290,0.995,1.000,0.874,1.144,0.9175,1.0126,0.8720,1.0654,yes,yes,yes,no,""
AVBLOCK,CD4 on CD39+ resting CD4 regulatory T cell,GCST90002065,15,12.62,0.126,0.117,0.913,1.000,0.848,1.179,0.9425,1.0440,0.8941,1.1006,yes,yes,yes,no,""
CONDUCTIO,CD4 on CD39+ resting CD4 regulatory T cell,GCST90002065,15,12.62,0.126,0.389,0.999,1.000,0.883,1.132,0.9389,1.0177,0.9006,1.0609,yes,yes,yes,no,""
AVBLOCK,CD4 on activated CD4 regulatory T cell,GCST90002066,24,21.07,0.191,0.354,0.998,1.000,0.880,1.136,0.9698,1.0252,0.9424,1.0550,yes,yes,yes,yes,""
CONDUCTIO,CD4 on activated CD4 regulatory T cell,GCST90002066,24,21.07,0.191,0.788,1.000,1.000,0.908,1.101,0.9741,1.0194,0.9515,1.0437,yes,yes,yes,yes,""
AVBLOCK,CD4 on CD39+ activated CD4 regulatory T cell,GCST90002067,23,22.24,0.194,0.391,0.999,1.000,0.883,1.132,0.9561,1.0366,0.9171,1.0808,yes,yes,yes,yes,""
CONDUCTIO,CD4 on CD39+ activated CD4 regulatory T cell,GCST90002067,23,22.24,0.194,0.824,1.000,1.000,0.911,1.098,0.9552,1.0149,0.9259,1.0470,yes,yes,yes,yes,""
AVBLOCK,CD4 on secreting CD4 regulatory T cell,GCST90002068,28,25.09,0.215,0.482,1.000,1.000,0.890,1.124,0.9842,1.0548,0.9496,1.0932,yes,yes,yes,yes,""
